ticker,pe,roe,analyst_rating_raw
3648.T,10.1418495,0.14006,none
3649.T,16.666666,0.23066999,none
3652.T,25.566107,0.049590003,none
3653.T,0.0,-0.09731,none
3656.T,8.131579,-0.40401,none
3657.T,18.058823,-0.33376998,none
3659.T,24.449707,0.08557,buy
3661.T,20.242802,0.30561,none
3662.T,30.76445,0.07703,none
3660.T,22.679901,0.13946,none
3663.T,25.77544,0.27963,none
3664.T,0.0,-0.56823003,none
3665.T,46.958637,0.02861,none
3667.T,0.0,-1.3917799,none
3668.T,0.0,-0.0027,none
3670.T,7.4963274,0.0,none
3671.T,14.878457,0.15399,none
3673.T,75.762085,0.051269997,none
3672.T,0.0,-0.58423,none
3674.T,0.0,-0.09889,none
3675.T,9.216319,0.16091,none
3676.T,20.492588,0.06977,none
3678.T,11.115768,0.11943,none
3679.T,10.683544,0.19610001,none
3680.T,0.0,-0.36145002,none
3681.T,2.835821,0.0,none
3683.T,8.904347,0.09355,none
3686.T,7.5510206,0.29905,none
3682.T,18.14755,0.0100300005,none
3687.T,21.008123,0.26449,none
3690.T,7.1501274,-0.02656,none
3692.T,43.97927,0.4367,none
3694.T,17.922186,0.0028900001,none
3696.T,6.968802,0.1402,strong_buy
3695.T,39.52267,0.070539996,none
3691.T,550.0,-0.06927,none
3697.T,19.60507,0.22389,buy
3698.T,11.919543,0.08999,none
3708.T,14.757104,0.047420003,none
3710.T,13.4424305,0.04741,none
3712.T,15.337079,0.17175,none
3723.T,22.727272,0.12697,none
3719.T,36.22291,0.0,none
3726.T,0.0,-0.31639,none
3727.T,0.0,-0.05544,none
3733.T,9.775138,0.1456,none
3744.T,11.965349,0.18862,none
3741.T,21.692543,0.15503,none
3747.T,0.0,-0.01048,none
3750.T,0.0,-1.6092501,none
3753.T,0.0,-0.20548001,none
3760.T,0.0,-0.78676003,none
3762.T,15.923279,0.16163,strong_buy
3758.T,15.079835,0.041100003,none
3763.T,13.220914,0.28843,none
3765.T,99.01884,0.02814,none
3766.T,11.918974,0.083909996,none
3771.T,12.03348,0.20375,none
3772.T,111.11111,0.04877,none
3768.T,3.270073,0.21505,none
3769.T,30.196766,0.21246,buy
3773.T,11.65518,0.13268,none
3774.T,20.492455,0.15630001,strong_buy
3776.T,48.770493,-0.04804,none
3777.T,0.0,-0.00087,none
3778.T,77.75061,0.02639,buy
3779.T,3.9568348,-0.25386,none
3791.T,41.83901,0.0731,strong_buy
3787.T,0.0,0.0137,none
3788.T,23.922241,0.101739995,buy
3793.T,10.704961,-0.48630002,none
3796.T,164.02116,0.0339,none
3799.T,8.642923,0.12347999,none
3798.T,17.858364,0.17358999,none
3800.T,18.668344,0.07946,none
3802.T,25.323277,0.03621,none
3803.T,0.0,-1.25333,none
3807.T,0.0,-1.2918601,none
3804.T,17.82471,0.1353,none
3810.T,0.0,-0.49041998,none
3815.T,0.0,-0.69897,none
3816.T,16.862862,0.04948,none
3817.T,15.801058,0.11399999,none
3825.T,10.040706,-0.08094,none
3826.T,7.2039075,0.0,none
3823.T,0.0,-0.13235,none
3834.T,11.533028,0.09995,none
3835.T,16.183386,0.16430001,none
3836.T,14.451051,0.23725,none
3837.T,19.920319,0.20111999,none
3839.T,23.422743,0.03279,none
3840.T,0.0,-0.25252,none
3841.T,19.841816,0.04393,none
3842.T,11.02547,0.13333,none
3843.T,10.3306055,0.27856,strong_buy
3844.T,14.164967,0.17153,none
3845.T,0.0,-0.08405,none
3848.T,18.83437,0.0,none
3850.T,20.039907,0.15412,none
3851.T,0.0,-0.03627,none
3853.T,22.371529,0.17411,none
3854.T,15.314228,0.39629,strong_buy
3856.T,1.4581519,0.0,none
3858.T,0.0,-0.05633,none
3861.T,24.753908,0.025969999,buy
3863.T,8.4963045,0.02888,hold
3864.T,11.904762,-0.00107,none
3865.T,13.567912,0.04042,none
3877.T,33.55552,-0.01107,none
3878.T,15.871624,0.04081,none
3880.T,19.722326,0.02016,hold
3891.T,23.299856,0.091529995,none
3892.T,10.86943,0.05661,none
3895.T,5.0555754,0.09604,none
3896.T,0.0,-0.007850001,none
3900.T,8.651103,-0.05367,none
3901.T,13.422818,0.22972,none
3902.T,227.26047,0.08816,none
3903.T,5.966754,0.112040006,none
3904.T,10.183013,0.11411,none
3905.T,0.0,-0.087390006,none
3907.T,9.208422,0.04977,none
3909.T,7.541089,0.53895,none
3908.T,11.750762,0.09264,none
3910.T,276.57657,0.18833,none
3911.T,8.422862,0.19429001,none
3912.T,17.825443,0.15043001,none
3914.T,42.555202,0.12826,none
3913.T,12.034286,0.15736,none
3915.T,20.283306,0.1267,none
3916.T,12.657371,0.27299,none
3917.T,5.864958,-0.04874,none
3918.T,12.771904,0.0,none
3920.T,13.386465,0.08844,none
3921.T,12.422601,0.12353,none
3922.T,17.211971,0.27369,none
3923.T,26.877323,0.51668,buy
3925.T,12.787514,0.21395001,none
3926.T,50.32787,-0.29681,none
3927.T,14.62027,0.23900999,none
3928.T,10.526316,0.1542,none
3929.T,20.654911,0.11572,none
3930.T,22.172043,0.04889,none
3931.T,15.172996,-0.00638,none
3932.T,19.646433,0.090579994,none
3934.T,11.71516,0.11776,none
3933.T,9.847597,0.20952,none
3935.T,13.280061,-0.69077003,none
3936.T,56.950672,-0.60668,none
3937.T,11.876543,0.16533001,none
3940.T,15.062287,0.118999995,none
3939.T,22.46903,0.27003,none
3943.T,13.477619,0.03232,none
3941.T,15.104961,0.06878,strong_buy
3944.T,8.278088,0.0584,none
3945.T,3.6042545,0.16635,none
3946.T,7.7220078,0.080649994,none
3947.T,7.5470524,0.068280004,none
3948.T,42.96537,0.01607,none
3950.T,12.853542,0.07954,none
3953.T,0.0,-0.01316,none
3951.T,13.410316,0.04196,none
3954.T,11.376607,0.050100002,none
3955.T,8.243924,0.05134,none
3958.T,13.173792,0.02542,none
3962.T,9.533287,0.29529,none
3963.T,26.099882,0.0,none
3964.T,19.568567,0.22961001,none
3965.T,12.165833,0.12814,none
3967.T,0.0,-0.34704,none
3968.T,14.243484,0.32437,none
3969.T,15.005371,0.14345,none
3970.T,39.51965,-0.06397,none
3974.T,14.181319,0.06774,none
3976.T,0.0,0.0,none
3979.T,14.771784,0.21598,none
3981.T,10.571171,0.08785,none
3983.T,16.367266,0.18367,none
3984.T,14.513154,0.19016,none
3985.T,28.966522,0.11773,none
3987.T,0.0,-0.0093,none
3986.T,26.182003,0.052449998,none
3988.T,14.04333,0.1084,none
3989.T,20.91923,0.0,none
3991.T,9.881631,0.24302,none
3993.T,33.668633,0.0,none
3992.T,20.23911,0.21145001,none
3994.T,135.15407,0.043390002,hold
3996.T,18.971333,0.053579997,none
3997.T,255.62914,0.03556,none
3998.T,5.3010035,-0.00358,none
4004.T,81.3003,0.04374,none
4005.T,10.362655,0.12083,buy
4008.T,13.908021,0.040710002,none
4011.T,172.46585,0.057189997,none
4012.T,10.706522,0.16827999,none
4013.T,13.029126,0.103269994,none
4014.T,31.259483,0.20489,none
4015.T,52.364864,0.029509999,none
4016.T,20.141115,0.13574,none
4019.T,28.516787,0.14439,none
4017.T,16.341288,0.03765,none
4021.T,19.174997,0.19723,none
4020.T,0.0,-0.12154,none
4022.T,15.083279,0.15564999,none
4023.T,21.00862,0.050380003,none
4025.T,11.497649,0.080970004,none
4026.T,11.17405,0.096420005,strong_buy
4027.T,21.977142,0.02624,none
4028.T,8.210218,0.14339,none
4031.T,0.0,-0.03565,none
4040.T,6.4266834,0.27906,none
4041.T,13.244916,0.077259995,none
4042.T,18.832243,0.0,hold
4043.T,11.668474,0.091230005,buy
4044.T,21.02309,0.04385,none
4045.T,15.267567,0.059770003,none
4046.T,19.492575,0.10943,strong_buy
4047.T,47.245506,0.046329997,strong_buy
4051.T,29.154814,0.28167,strong_buy
4052.T,24.959349,-0.082550004,none
4053.T,36.77686,0.04543,strong_buy
4054.T,17.062445,0.0,none
4056.T,0.7728337,-0.08682,none
4055.T,22.075783,0.0,none
4057.T,18.486998,0.07328,none
4058.T,18.180904,0.30663002,none
4059.T,96.17706,0.01802,none
4060.T,26.809525,0.15468,none
4062.T,82.645325,0.07564,buy
4061.T,20.548168,-0.05479,none
4063.T,25.18874,0.11484,buy
4064.T,8.952583,0.07716,none
4068.T,29.672447,0.055999998,none
4069.T,34.247375,0.04783,none
4072.T,11.061898,0.123459995,none
4071.T,26.808348,0.27903,buy
4074.T,18.418392,0.07797,none
4075.T,38.913456,0.11757,none
4073.T,0.0,-0.96629,none
4076.T,9.285136,0.13958,none
4078.T,10.620233,0.05493,none
4091.T,23.752882,0.10508,hold
4082.T,40.15897,0.02641,none
4092.T,11.534145,0.043420002,none
4088.T,48.310883,0.016619999,buy
4093.T,14.18239,0.06696,none
4094.T,20.491533,0.05292,none
4095.T,13.227325,0.06325,none
4097.T,12.345679,0.053200003,none
4098.T,35.38961,0.09889,none
4099.T,26.385225,0.09482,none
4102.T,18.976065,0.02211,none
4100.T,2.6434007,-0.23154,none
4107.T,40.0973,0.17181998,none
4109.T,20.454453,0.05662,none
4112.T,19.762678,0.05903,none
4113.T,7.278098,0.09206,none
4114.T,21.276796,0.04674,none
4116.T,12.593943,0.053839996,none
4118.T,12.180397,0.05547,hold
4119.T,0.0,-0.04125,none
4120.T,6.289273,0.022909999,none
4124.T,0.0,0.04378,none
4125.T,18.083553,0.06413,none
4151.T,20.449404,0.076869994,hold
4165.T,22.923712,0.22508,none
4166.T,0.0,-0.17862,none
4167.T,17.415731,-0.15001,none
4168.T,9.93997,0.35749,none
4169.T,10.236486,-0.5276,none
4170.T,100.58479,0.00977,none
4171.T,17.035994,0.093,none
4174.T,104.06091,-0.21871,none
4175.T,75.18248,0.01349,none
4172.T,11.834319,0.10939,none
4176.T,22.413794,0.0825,none
4177.T,10.548212,0.3032,none
4178.T,90.14778,0.014400001,none
4179.T,0.0,-0.71055,none
4180.T,36.363636,0.07159,hold
4182.T,14.969605,-0.01591,buy
4183.T,41.495815,0.0298,buy
4186.T,31.34822,0.05544,buy
4187.T,11.342716,0.14529,buy
4188.T,37.73041,0.03679,hold
4189.T,13.422912,0.11003,none
4192.T,22.96,-0.00641,none
4193.T,37.469376,0.065,none
4194.T,17.451954,0.26342,none
4196.T,135.15038,0.05552,none
4197.T,13.908019,0.0,none
4198.T,831.8182,0.01435,none
4199.T,0.0,0.0,none
4202.T,9.267827,0.10627,hold
4203.T,23.14848,0.08133,none
4204.T,15.797988,0.0,none
4205.T,10.060241,0.09689,buy
4206.T,14.472045,0.10466,none
4208.T,41.66526,0.08762,buy
4212.T,18.383068,0.04504,none
4216.T,16.154955,0.07391,none
4218.T,21.404379,0.03593,none
4220.T,11.248658,0.13674,none
4221.T,14.492754,0.06099,none
4222.T,0.7648772,1.33781,none
4224.T,48.539,0.01198,none
4229.T,18.248302,0.04603,none
4228.T,7.3786407,-0.16943,none
4231.T,5.326766,0.095410004,none
4234.T,14.315392,0.01689,none
4235.T,18.97507,0.36705002,none
4237.T,55.266758,0.0005,none
4238.T,17.355001,0.02665,none
4241.T,31.244404,0.07443,none
4240.T,11.522262,0.120179996,none
4242.T,0.0,-0.12177,none
4245.T,20.574713,0.04829,none
4243.T,9.9700775,0.04918,none
4246.T,8.62103,0.10488,none
4247.T,18.97495,0.03663,none
4248.T,13.967357,0.064899996,none
4251.T,10.090917,0.09688,none
4255.T,24.77042,0.38926,none
4249.T,0.0,-0.09842,none
4256.T,48.067738,0.061869998,none
4258.T,33.55591,0.30264,none
4259.T,214.6875,-0.31689,none
4261.T,19.305414,0.1586,none
4260.T,166.87898,-0.0108,none
4262.T,12.406816,0.1234,none
4263.T,57.454544,-0.060539998,none
4264.T,53.764076,0.0889,none
4272.T,0.0,0.0,none
4270.T,0.0,0.0,none
4274.T,0.0,0.0,none
4265.T,0.0,0.0,none
4275.T,0.0,0.0,none
4284.T,0.0,0.0,none
4286.T,0.0,0.0,none
4287.T,0.0,0.0,none
4288.T,0.0,0.0,none
4290.T,0.0,0.0,none
4293.T,0.0,0.0,none
4299.T,0.0,0.0,none
4301.T,0.0,0.0,none
4307.T,0.0,0.0,none
4308.T,0.0,0.0,none
4310.T,0.0,0.0,none
4317.T,0.0,0.0,none
4316.T,0.0,0.0,none
4318.T,0.0,0.0,none
4320.T,0.0,0.0,none
4323.T,0.0,0.0,none
4324.T,0.0,0.0,none
4326.T,0.0,0.0,none
4331.T,0.0,0.0,none
4334.T,0.0,0.0,none
4337.T,0.0,0.0,none
4335.T,0.0,0.0,none
4341.T,0.0,0.0,none
4343.T,0.0,0.0,none
4344.T,0.0,0.0,none
4345.T,0.0,0.0,none
4346.T,0.0,0.0,none
4347.T,0.0,0.0,none
4350.T,0.0,0.0,none
4351.T,0.0,0.0,none
4356.T,0.0,0.0,none
4360.T,0.0,0.0,none
4361.T,0.0,0.0,none
4362.T,0.0,0.0,none
4365.T,0.0,0.0,none
4366.T,0.0,0.0,none
4367.T,0.0,0.0,none
4368.T,0.0,0.0,none
4369.T,0.0,0.0,none
4370.T,0.0,0.0,none
4371.T,0.0,0.0,none
4372.T,0.0,0.0,none
4373.T,0.0,0.0,none
4374.T,0.0,0.0,none
4375.T,0.0,0.0,none
4376.T,0.0,0.0,none
4377.T,0.0,0.0,none
4378.T,0.0,0.0,none
4379.T,0.0,0.0,none
4380.T,0.0,0.0,none
4381.T,0.0,0.0,none
4382.T,0.0,0.0,none
4384.T,0.0,0.0,none
4385.T,0.0,0.0,none
4386.T,0.0,0.0,none
4387.T,0.0,0.0,none
4388.T,0.0,0.0,none
4389.T,0.0,0.0,none
4390.T,0.0,0.0,none
4391.T,0.0,0.0,none
4392.T,0.0,0.0,none
4393.T,0.0,0.0,none
4394.T,0.0,0.0,none
4395.T,0.0,0.0,none
4396.T,0.0,0.0,none
4397.T,0.0,0.0,none
4398.T,0.0,0.0,none
4401.T,0.0,0.0,none
4403.T,0.0,0.0,none
4404.T,0.0,0.0,none
4406.T,0.0,0.0,none
4409.T,0.0,0.0,none
4410.T,0.0,0.0,none
4412.T,0.0,0.0,none
4413.T,0.0,0.0,none
4414.T,0.0,0.0,none
4415.T,0.0,0.0,none
4416.T,0.0,0.0,none
4418.T,0.0,0.0,none
4417.T,0.0,0.0,none
4419.T,0.0,0.0,none
4420.T,0.0,0.0,none
4421.T,0.0,0.0,none
4422.T,0.0,0.0,none
4424.T,0.0,0.0,none
4425.T,0.0,0.0,none
4426.T,0.0,0.0,none
4427.T,0.0,0.0,none
4428.T,0.0,0.0,none
4429.T,0.0,0.0,none
4430.T,0.0,0.0,none
4431.T,0.0,0.0,none
4432.T,0.0,0.0,none
4433.T,0.0,0.0,none
4434.T,0.0,0.0,none
4436.T,0.0,0.0,none
4437.T,0.0,0.0,none
4438.T,0.0,0.0,none
4439.T,0.0,0.0,none
4440.T,0.0,0.0,none
4441.T,0.0,0.0,none
4442.T,0.0,0.0,none
4443.T,0.0,0.0,none
4444.T,0.0,0.0,none
4445.T,0.0,0.0,none
4446.T,0.0,0.0,none
4447.T,0.0,0.0,none
4448.T,0.0,0.0,none
4449.T,0.0,0.0,none
4450.T,0.0,0.0,none
4452.T,0.0,0.0,none
4461.T,0.0,0.0,none
4462.T,0.0,0.0,none
4463.T,0.0,0.0,none
4465.T,0.0,0.0,none
4464.T,0.0,0.0,none
4471.T,0.0,0.0,none
4475.T,0.0,0.0,none
4477.T,0.0,0.0,none
4476.T,0.0,0.0,none
4479.T,0.0,0.0,none
4478.T,0.0,0.0,none
4480.T,0.0,0.0,none
4483.T,0.0,0.0,none
4484.T,0.0,0.0,none
4481.T,0.0,0.0,none
4482.T,0.0,0.0,none
4486.T,0.0,0.0,none
4487.T,0.0,0.0,none
4490.T,0.0,0.0,none
4488.T,0.0,0.0,none
4491.T,0.0,0.0,none
4492.T,0.0,0.0,none
4496.T,0.0,0.0,none
4493.T,0.0,0.0,none
4495.T,0.0,0.0,none
4494.T,0.0,0.0,none
4498.T,0.0,0.0,none
4502.T,0.0,0.0,none
4503.T,0.0,0.0,none
4499.T,0.0,0.0,none
4506.T,0.0,0.0,none
4507.T,0.0,0.0,none
4512.T,0.0,0.0,none
4519.T,0.0,0.0,none
4516.T,0.0,0.0,none
4521.T,0.0,0.0,none
4523.T,0.0,0.0,none
4524.T,0.0,0.0,none
4526.T,0.0,0.0,none
4527.T,0.0,0.0,none
4528.T,0.0,0.0,none
4530.T,0.0,0.0,none
4531.T,0.0,0.0,none
4534.T,0.0,0.0,none
4538.T,0.0,0.0,none
4536.T,0.0,0.0,none
4539.T,0.0,0.0,none
4540.T,0.0,0.0,none
4543.T,0.0,0.0,none
4544.T,0.0,0.0,none
4548.T,0.0,0.0,none
4547.T,0.0,0.0,none
4549.T,0.0,0.0,none
4552.T,0.0,0.0,none
4553.T,0.0,0.0,none
4556.T,0.0,0.0,none
4554.T,0.0,0.0,none
4558.T,0.0,0.0,none
4559.T,0.0,0.0,none
4563.T,0.0,0.0,none
4564.T,0.0,0.0,none
4565.T,0.0,0.0,none
4568.T,0.0,0.0,none
4569.T,0.0,0.0,none
4570.T,0.0,0.0,none
4572.T,0.0,0.0,none
4571.T,0.0,0.0,none
4574.T,0.0,0.0,none
4575.T,0.0,0.0,none
4576.T,0.0,0.0,none
4578.T,0.0,0.0,none
4577.T,0.0,0.0,none
4582.T,0.0,0.0,none
4579.T,0.0,0.0,none
4583.T,0.0,0.0,none
4584.T,0.0,0.0,none
4586.T,0.0,0.0,none
4587.T,0.0,0.0,none
4591.T,0.0,0.0,none
4588.T,0.0,0.0,none
4592.T,0.0,0.0,none
4595.T,0.0,0.0,none
4593.T,0.0,0.0,none
4594.T,0.0,0.0,none
4596.T,0.0,0.0,none
4597.T,0.0,0.0,none
4598.T,0.0,0.0,none
4599.T,0.0,0.0,none
4611.T,0.0,0.0,none
4612.T,0.0,0.0,none
4613.T,0.0,0.0,none
4615.T,0.0,0.0,none
4616.T,0.0,0.0,none
4617.T,0.0,0.0,none
4619.T,0.0,0.0,none
4620.T,0.0,0.0,none
4623.T,0.0,0.0,none
4625.T,0.0,0.0,none
4624.T,0.0,0.0,none
4626.T,0.0,0.0,none
4627.T,0.0,0.0,none
4628.T,0.0,0.0,none
4629.T,0.0,0.0,none
4633.T,0.0,0.0,none
4631.T,0.0,0.0,none
4634.T,0.0,0.0,none
4635.T,0.0,0.0,none
4641.T,0.0,0.0,none
4644.T,0.0,0.0,none
4642.T,0.0,0.0,none
4645.T,0.0,0.0,none
4650.T,0.0,0.0,none
4651.T,0.0,0.0,none
4658.T,0.0,0.0,none
4657.T,0.0,0.0,none
4659.T,0.0,0.0,none
4661.T,0.0,0.0,none
4662.T,0.0,0.0,none
4664.T,0.0,0.0,none
4665.T,0.0,0.0,none
4666.T,0.0,0.0,none
4667.T,0.0,0.0,none
4668.T,0.0,0.0,none
4671.T,0.0,0.0,none
4673.T,0.0,0.0,none
4674.T,0.0,0.0,none
4676.T,0.0,0.0,none
4679.T,0.0,0.0,none
4678.T,0.0,0.0,none
4680.T,0.0,0.0,none
4681.T,0.0,0.0,none
4684.T,0.0,0.0,none
4686.T,0.0,0.0,none
4685.T,0.0,0.0,none
4687.T,0.0,0.0,none
4689.T,0.0,0.0,none
4690.T,0.0,0.0,none
4691.T,0.0,0.0,none
4694.T,0.0,0.0,none
4704.T,0.0,0.0,none
4705.T,0.0,0.0,none
4707.T,0.0,0.0,none
4709.T,0.0,0.0,none
4712.T,0.0,0.0,none
4714.T,0.0,0.0,none
4716.T,0.0,0.0,none
4720.T,0.0,0.0,none
4719.T,0.0,0.0,none
4718.T,0.0,0.0,none
4722.T,0.0,0.0,none
4725.T,0.0,0.0,none
4733.T,0.0,0.0,none
4728.T,0.0,0.0,none
4732.T,0.0,0.0,none
4735.T,0.0,0.0,none
4736.T,0.0,0.0,none
4743.T,0.0,0.0,none
4746.T,0.0,0.0,none
4750.T,0.0,0.0,none
4751.T,0.0,0.0,none
4752.T,0.0,0.0,none
4754.T,0.0,0.0,none
4755.T,0.0,0.0,none
4760.T,0.0,0.0,none
4762.T,0.0,0.0,none
4761.T,0.0,0.0,none
4763.T,0.0,0.0,none
4765.T,0.0,0.0,none
4766.T,0.0,0.0,none
4767.T,0.0,0.0,none
4768.T,0.0,0.0,none
4771.T,0.0,0.0,none
4769.T,0.0,0.0,none
4772.T,0.0,0.0,none
4776.T,0.0,0.0,none
4783.T,0.0,0.0,none
4777.T,0.0,0.0,none
4784.T,0.0,0.0,none
4792.T,0.0,0.0,none
4800.T,0.0,0.0,none
4801.T,0.0,0.0,none
4811.T,0.0,0.0,none
4812.T,0.0,0.0,none
4809.T,0.0,0.0,none
4813.T,0.0,0.0,none
4814.T,0.0,0.0,none
4816.T,0.0,0.0,none
4819.T,0.0,0.0,none
4820.T,0.0,0.0,none
4825.T,0.0,0.0,none
4826.T,0.0,0.0,none
4828.T,0.0,0.0,none
4829.T,0.0,0.0,none
4832.T,0.0,0.0,none
4833.T,0.0,0.0,none
4838.T,0.0,0.0,none
4839.T,0.0,0.0,none
4840.T,0.0,0.0,none
4845.T,0.0,0.0,none
4847.T,0.0,0.0,none
4848.T,0.0,0.0,none
4875.T,0.0,0.0,none
4849.T,0.0,0.0,none
4880.T,0.0,0.0,none
4881.T,0.0,0.0,none
4882.T,0.0,0.0,none
4883.T,0.0,0.0,none
4884.T,0.0,0.0,none
4885.T,0.0,0.0,none
4887.T,0.0,0.0,none
4886.T,0.0,0.0,none
4888.T,0.0,0.0,none
4889.T,0.0,0.0,none
4890.T,0.0,0.0,none
4892.T,0.0,0.0,none
4891.T,0.0,0.0,none
4893.T,0.0,0.0,none
4894.T,0.0,0.0,none
4901.T,0.0,0.0,none
4896.T,0.0,0.0,none
4902.T,0.0,0.0,none
4911.T,0.0,0.0,none
4912.T,0.0,0.0,none
4914.T,0.0,0.0,none
4917.T,0.0,0.0,none
4918.T,0.0,0.0,none
4919.T,0.0,0.0,none
4920.T,0.0,0.0,none
4925.T,0.0,0.0,none
4922.T,0.0,0.0,none
4923.T,0.0,0.0,none
4927.T,0.0,0.0,none
4926.T,0.0,0.0,none
4928.T,0.0,0.0,none
4931.T,0.0,0.0,none
4929.T,0.0,0.0,none
4932.T,0.0,0.0,none
4933.T,0.0,0.0,none
4934.T,0.0,0.0,none
4935.T,0.0,0.0,none
4936.T,0.0,0.0,none
4937.T,0.0,0.0,none
4951.T,0.0,0.0,none
4956.T,0.0,0.0,none
4958.T,0.0,0.0,none
4960.T,0.0,0.0,none
4966.T,0.0,0.0,none
4967.T,0.0,0.0,none
4968.T,0.0,0.0,none
4970.T,0.0,0.0,none
4971.T,0.0,0.0,none
4972.T,0.0,0.0,none
4973.T,0.0,0.0,none
4974.T,0.0,0.0,none
4975.T,0.0,0.0,none
4977.T,0.0,0.0,none
4976.T,0.0,0.0,none
4978.T,0.0,0.0,none
4979.T,0.0,0.0,none
4980.T,0.0,0.0,none
4985.T,0.0,0.0,none
4994.T,0.0,0.0,none
4996.T,0.0,0.0,none
4992.T,0.0,0.0,none
4990.T,0.0,0.0,none
4997.T,0.0,0.0,none
4998.T,0.0,0.0,none
5011.T,0.0,0.0,none
5013.T,0.0,0.0,none
5010.T,0.0,0.0,none
5015.T,0.0,0.0,none
5016.T,0.0,0.0,none
5018.T,0.0,0.0,none
5021.T,0.0,0.0,none
5019.T,0.0,0.0,none
5020.T,0.0,0.0,none
5026.T,0.0,0.0,none
5025.T,0.0,0.0,none
5027.T,0.0,0.0,none
5028.T,0.0,0.0,none
5022.T,0.0,0.0,none
5029.T,0.0,0.0,none
5031.T,0.0,0.0,none
5032.T,0.0,0.0,none
5034.T,0.0,0.0,none
5033.T,0.0,0.0,none
5036.T,0.0,0.0,none
5035.T,0.0,0.0,none
5037.T,0.0,0.0,none
5038.T,0.0,0.0,none
5071.T,0.0,0.0,none
5072.T,0.0,0.0,none
5076.T,0.0,0.0,none
5074.T,0.0,0.0,none
5077.T,0.0,0.0,none
5078.T,0.0,0.0,none
5101.T,0.0,0.0,none
5079.T,0.0,0.0,none
5105.T,0.0,0.0,none
5103.T,0.0,0.0,none
5108.T,0.0,0.0,none
5110.T,0.0,0.0,none
5121.T,0.0,0.0,none
5125.T,0.0,0.0,none
5122.T,0.0,0.0,none
5126.T,0.0,0.0,none
5129.T,0.0,0.0,none
5132.T,0.0,0.0,none
5130.T,0.0,0.0,none
5131.T,0.0,0.0,none
5134.T,0.0,0.0,none
5133.T,0.0,0.0,none
5136.T,0.0,0.0,none
5138.T,0.0,0.0,none
5135.T,0.0,0.0,none
5137.T,0.0,0.0,none
5139.T,0.0,0.0,none
5142.T,0.0,0.0,none
5161.T,0.0,0.0,none
5184.T,0.0,0.0,none
5162.T,0.0,0.0,none
5185.T,0.0,0.0,none
5186.T,0.0,0.0,none
5187.T,0.0,0.0,none
5194.T,0.0,0.0,none
5192.T,0.0,0.0,none
5195.T,0.0,0.0,none
5189.T,0.0,0.0,none
5199.T,0.0,0.0,none
5208.T,0.0,0.0,none
5202.T,0.0,0.0,none
5201.T,0.0,0.0,none
5204.T,0.0,0.0,none
5210.T,0.0,0.0,none
5214.T,0.0,0.0,none
5216.T,0.0,0.0,none
5232.T,0.0,0.0,none
5233.T,0.0,0.0,none
5218.T,0.0,0.0,none
5237.T,0.0,0.0,none
5240.T,0.0,0.0,none
5242.T,0.0,0.0,none
5243.T,0.0,0.0,none
5244.T,0.0,0.0,none
5246.T,0.0,0.0,none
5247.T,0.0,0.0,none
5248.T,0.0,0.0,none
5250.T,0.0,0.0,none
5249.T,0.0,0.0,none
5251.T,0.0,0.0,none
5253.T,0.0,0.0,none
5252.T,0.0,0.0,none
5254.T,0.0,0.0,none
5255.T,0.0,0.0,none
5256.T,0.0,0.0,none
5258.T,0.0,0.0,none
5257.T,0.0,0.0,none
5259.T,0.0,0.0,none
5261.T,0.0,0.0,none
5271.T,0.0,0.0,none
5268.T,0.0,0.0,none
5269.T,0.0,0.0,none
5262.T,0.0,0.0,none
5273.T,0.0,0.0,none
5282.T,0.0,0.0,none
5280.T,0.0,0.0,none
5279.T,0.0,0.0,none
5283.T,0.0,0.0,none
5284.T,0.0,0.0,none
5290.T,0.0,0.0,none
5285.T,0.0,0.0,none
5288.T,0.0,0.0,none
5287.T,0.0,0.0,none
5301.T,0.0,0.0,none
5331.T,0.0,0.0,none
5310.T,0.0,0.0,none
5304.T,0.0,0.0,none
5302.T,0.0,0.0,none
5332.T,0.0,0.0,none
5333.T,0.0,0.0,none
5341.T,0.0,0.0,none
5334.T,0.0,0.0,none
5337.T,0.0,0.0,none
5344.T,0.0,0.0,none
5351.T,0.0,0.0,none
5355.T,0.0,0.0,none
5357.T,0.0,0.0,none
5356.T,0.0,0.0,none
5367.T,0.0,0.0,none
5363.T,0.0,0.0,none
5368.T,0.0,0.0,none
5380.T,0.0,0.0,none
5381.T,0.0,0.0,none
5384.T,0.0,0.0,none
5388.T,0.0,0.0,none
5393.T,0.0,0.0,none
5391.T,0.0,0.0,none
5401.T,0.0,0.0,none
5406.T,0.0,0.0,none
5408.T,0.0,0.0,none
5410.T,0.0,0.0,none
5411.T,0.0,0.0,none
5423.T,0.0,0.0,none
5440.T,0.0,0.0,none
5444.T,0.0,0.0,none
5445.T,0.0,0.0,none
5446.T,0.0,0.0,none
5449.T,0.0,0.0,none
5451.T,0.0,0.0,none
5458.T,0.0,0.0,none
5463.T,0.0,0.0,none
5461.T,0.0,0.0,none
5464.T,0.0,0.0,none
5471.T,0.0,0.0,none
5484.T,0.0,0.0,none
5480.T,0.0,0.0,none
5482.T,0.0,0.0,none
5525.T,0.0,0.0,none
5491.T,0.0,0.0,none
5527.T,0.0,0.0,none
5528.T,0.0,0.0,none
5531.T,0.0,0.0,none
5534.T,0.0,0.0,none
5533.T,0.0,0.0,none
5532.T,0.0,0.0,none
5535.T,0.0,0.0,none
