ticker,name,sector,market,current_price,annual_return,volatility,annual_dividend_per_share,pe,roe,analyst_rating
3628.T,データホライゾン,情報・通信業,グロース（内国株式）,568.0,-0.02905982905982906,0.662786557504821,0.0,30.521326,0.76835,-
362A.T,エクシオホールディングス,サービス業,PRO Market,4950.0,0.0,0.0,0.0,0.0,0.0,-
3633.T,ＧＭＯペパボ,情報・通信業,スタンダード（内国株式）,1786.0,0.1322914579545559,0.3628915191889751,111.0,11.261261,0.3386,-
3634.T,ソケッツ,情報・通信業,スタンダード（内国株式）,580.0,-0.08054456045725848,0.6815363574945369,6.0,0.0,-0.337,-
3636.T,三菱総合研究所,情報・通信業,プライム（内国株式）,4635.0,-0.02094607389523704,0.24916566284266548,165.0,12.16536,0.11314999,-
3639.T,ボルテージ,情報・通信業,スタンダード（内国株式）,222.0,-0.22377622377622378,0.30513637097080126,0.0,0.0,-0.00588,-
3640.T,電算,情報・通信業,スタンダード（内国株式）,2631.0,0.009222806991584828,0.49228213184809666,140.0,6.679985,0.29734,-
3641.T,パピレス,情報・通信業,スタンダード（内国株式）,964.0,0.11339004740208476,0.13492269518448283,10.0,84.04702,0.0058099995,-
3646.T,駅探,情報・通信業,スタンダード（内国株式）,336.0,-0.0806223850355036,0.2959460271194603,8.0,0.0,-0.0376,-
3647.T,アスリナ,情報・通信業,スタンダード（内国株式）,116.0,-0.22666666666666666,0.6940418976763933,0.0,0.0,-0.36106,-
3648.T,ＡＧＳ,情報・通信業,スタンダード（内国株式）,1028.0,-0.21455664397025428,0.3901610653065046,34.0,10.1418495,0.14006,-
3649.T,ファインデックス,情報・通信業,プライム（内国株式）,846.0,0.14462718158246157,0.36236562112456855,27.0,16.666666,0.23066999,-
3652.T,ディジタルメディアプロフェッショナル,情報・通信業,グロース（内国株式）,2480.0,0.19230769230769232,0.6875167950773747,0.0,25.566107,0.049590003,-
3653.T,モルフォ,情報・通信業,グロース（内国株式）,673.0,-0.46459824980111375,0.404506320510315,0.0,0.0,-0.09731,-
3656.T,ＫＬａｂ,情報・通信業,プライム（内国株式）,209.0,0.5833333333333334,1.016149818176465,0.0,8.131579,-0.40401,-
3657.T,ポールトゥウィンホールディングス,情報・通信業,プライム（内国株式）,336.0,-0.05428175718321841,0.2477220169322296,16.0,18.058823,-0.33376998,-
3659.T,ネクソン,情報・通信業,プライム（内国株式）,2430.0,-0.1616610318531209,0.4014051068915205,60.0,24.449707,0.08557,買い
3661.T,エムアップホールディングス,情報・通信業,プライム（内国株式）,803.0,-0.2668145258680598,0.4401019990356594,20.0,20.242802,0.30561,-
3667.T,ｅｎｉｓｈ,情報・通信業,スタンダード（内国株式）,28.0,-0.7565217391304347,0.5893383936695856,0.0,0.0,-1.3917799,-
3672.T,オルトプラス,情報・通信業,スタンダード（内国株式）,27.0,-0.64,0.5656263231746494,0.0,0.0,-0.58423,-
3674.T,オークファン,情報・通信業,グロース（内国株式）,318.0,-0.171875,0.1424567705847806,0.0,0.0,-0.09889,-
3679.T,じげん,情報・通信業,プライム（内国株式）,419.0,-0.16326980344282213,0.2444289504540325,11.0,10.683544,0.19610001,-
3680.T,ホットリンク,情報・通信業,グロース（内国株式）,210.0,-0.2948296546445532,0.4295476147281745,6.1,0.0,-0.36145002,-
3682.T,エンカレッジ・テクノロジ,情報・通信業,スタンダード（内国株式）,610.0,0.037280054218740026,0.16337982166358933,26.0,18.14755,0.0100300005,-
3686.T,ディー・エル・イー,情報・通信業,スタンダード（内国株式）,61.0,-0.6163522012578616,0.467318617087152,0.0,7.5510206,0.29905,-
3687.T,フィックスターズ,情報・通信業,プライム（内国株式）,2240.0,0.1141671472946227,0.7223218144395487,18.0,21.008123,0.26449,-
368A.T,北里,精密機器,プライム（内国株式）,1491.0,-0.029575595362850718,0.3629561084761756,41.0,12.951343,0.0,-
3690.T,イルグルム,情報・通信業,スタンダード（内国株式）,533.0,-0.1229924505021466,0.26464812469428695,7.9,7.1501274,-0.02656,-
3691.T,デジタルプラス,情報・通信業,グロース（内国株式）,1511.0,0.36618444846292947,0.7810005682485568,0.0,550.0,-0.06927,-
3692.T,ＦＦＲＩセキュリティ,情報・通信業,グロース（内国株式）,5210.0,-0.15597176742774713,0.7880420344524651,18.0,43.97927,0.4367,-
3696.T,セレス,情報・通信業,プライム（内国株式）,2057.0,-0.11266996289114582,0.5184053780734085,80.0,6.968802,0.1402,強気買い
3697.T,ＳＨＩＦＴ,情報・通信業,プライム（内国株式）,896.4000244140625,-0.4716180227444371,0.5904367555006316,0.0,19.60507,0.22389,買い
3712.T,情報企画,情報・通信業,スタンダード（内国株式）,985.0,-0.0640144725871327,0.35281868373891356,24.0,15.337079,0.17175,-
371A.T,デージーネット,情報・通信業,PRO Market,420.0,0.0,0.0,0.0,10.505253,-0.2,-
3723.T,日本ファルコム,情報・通信業,グロース（内国株式）,2714.0,1.3384105097952435,0.4883892311412306,20.0,22.727272,0.12697,-
3726.T,フォーシーズＨＤ,小売業,スタンダード（内国株式）,395.0,-0.368,0.4263099697899934,0.0,0.0,-0.31639,-
3733.T,ソフトウェア・サービス,情報・通信業,スタンダード（内国株式）,11350.0,-0.16835311104085948,0.3256169770756901,160.0,9.775138,0.1456,-
3741.T,セック,情報・通信業,プライム（内国株式）,3080.0,0.23114553209993807,0.5053869228628514,60.0,21.692543,0.15503,-
3744.T,サイオス,情報・通信業,スタンダード（内国株式）,462.0,0.022123893805309734,0.5087763176501213,0.0,11.965349,0.18862,-
3747.T,インタートレード,情報・通信業,スタンダード（内国株式）,411.0,-0.1419624217118998,0.8742102623558295,0.0,0.0,-0.01048,-
374A.T,樋口総合研究所,情報・通信業,PRO Market,240.0,0.01694915254237288,0.017260172109061507,4.0,19.123507,0.0,-
3750.T,ＡＤＲバイオメディカルホールディングス,情報・通信業,スタンダード（内国株式）,792.0,-0.14099783080260303,0.17886618823615152,0.0,0.0,-1.6092501,-
375A.T,ＹＡＫホールディングス,不動産業,PRO Market,2125.0,0.0,0.0,0.0,9.033327,0.18818001,-
3763.T,プロシップ,情報・通信業,プライム（内国株式）,1808.0,0.1556057051178171,0.3702620694969241,40.0,13.220914,0.28843,-
3765.T,ガンホー・オンライン・エンターテイメント,情報・通信業,プライム（内国株式）,2390.0,-0.15705301966219573,0.25318331798803995,90.0,99.01884,0.02814,-
3766.T,システムズ・デザイン,情報・通信業,スタンダード（内国株式）,1426.0,0.15129375021250824,0.26053875247262276,55.0,11.918974,0.083909996,-
3768.T,リスクモンスター,情報・通信業,スタンダード（内国株式）,563.0,0.1924453489006436,0.21593932444540728,16.0,3.270073,0.21505,-
3772.T,ウェルス・マネジメント,不動産業,スタンダード（内国株式）,1054.0,0.05091786776951946,0.19881175478787724,20.0,111.11111,0.04877,-
3777.T,環境フレンドリーホールディングス,情報・通信業,グロース（内国株式）,45.0,-0.3283582089552239,0.7448442655238188,0.0,0.0,-0.00087,-
3791.T,ＩＧポート,情報・通信業,スタンダード（内国株式）,1103.0,-0.3380313078806557,0.4399531406249765,8.5,41.83901,0.0731,強気買い
3798.T,ＵＬＳグループ,情報・通信業,スタンダード（内国株式）,555.0,-0.26418006562006235,0.4367161743799441,7.3,17.858364,0.17358999,-
3802.T,エコミック,情報・通信業,スタンダード（内国株式）,490.0,0.025449624769300787,0.1706772393797156,13.0,25.323277,0.03621,-
3803.T,イメージ情報開発,情報・通信業,グロース（内国株式）,528.0,-0.648,1.1206367495436673,0.0,0.0,-1.25333,-
3810.T,サイバーステップホールディングス,情報・通信業,スタンダード（内国株式）,182.0,-0.44171779141104295,0.863279655847718,0.0,0.0,-0.49041998,-
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,スタンダード（内国株式）,30.0,-0.5945945945945946,0.963115737510413,0.0,0.0,-0.13235,-
3825.T,リミックスポイント,小売業,スタンダード（内国株式）,203.0,-0.5516801856496768,0.8085914782028787,5.0,10.040706,-0.08094,-
3834.T,朝日ネット,情報・通信業,プライム（内国株式）,616.0,-0.07280649066618551,0.13698720427815797,25.0,11.533028,0.09995,-
3835.T,ｅＢＡＳＥ,情報・通信業,プライム（内国株式）,423.0,-0.12374851936322362,0.24465803198504998,15.2,16.183386,0.16430001,-
3836.T,アバントグループ,情報・通信業,プライム（内国株式）,1129.0,-0.2342464125875197,0.32137640526543193,32.0,14.451051,0.23725,-
3842.T,ネクストジェン,情報・通信業,スタンダード（内国株式）,998.0,0.06953116333198676,0.3359449795978216,30.0,11.02547,0.13333,-
3845.T,アイフリークモバイル,情報・通信業,スタンダード（内国株式）,240.0,0.7777777777777778,0.6598116801199788,0.0,0.0,-0.08405,-
3853.T,アステリア,情報・通信業,プライム（内国株式）,1070.0,0.6455064347992592,1.1369175099031446,9.0,22.371529,0.17411,-
3856.T,Ａｂａｌａｎｃｅ,電気機器,スタンダード（内国株式）,341.0,-0.5899126153524544,0.9448884128130264,3.0,1.4581519,0.0,-
3858.T,ユビキタスＡＩ,情報・通信業,スタンダード（内国株式）,294.0,-0.23237597911227154,0.550999918603867,0.0,0.0,-0.05633,-
3863.T,日本製紙,パルプ・紙,プライム（内国株式）,1405.0,0.2615098735756615,0.3106682429867111,15.0,8.4963045,0.02888,中立
3865.T,北越コーポレーション,パルプ・紙,プライム（内国株式）,930.0,-0.07383889932300267,0.3262791938752969,26.0,13.567912,0.04042,-
3880.T,大王製紙,パルプ・紙,プライム（内国株式）,990.0,0.15568184805812096,0.2727304579911592,14.0,19.722326,0.02016,中立
3892.T,岡山製紙,パルプ・紙,スタンダード（内国株式）,1595.0,0.11808415272752415,0.2790928191986929,50.0,10.86943,0.05661,-
3900.T,クラウドワークス,情報・通信業,グロース（内国株式）,707.0,-0.3596014492753623,0.495953055575756,0.0,8.651103,-0.05367,-
3901.T,マークラインズ,情報・通信業,プライム（内国株式）,1488.0,-0.24676203099030522,0.30201850189405705,52.0,13.422818,0.22972,-
3903.T,ｇｕｍｉ,情報・通信業,プライム（内国株式）,251.0,-0.5971107544141252,0.44518595029673236,0.0,5.966754,0.112040006,-
3904.T,カヤック,情報・通信業,グロース（内国株式）,413.0,-0.07928360489210592,0.378460729601993,3.9,10.183013,0.11411,-
3907.T,シリコンスタジオ,情報・通信業,スタンダード（内国株式）,1673.0,0.790605186924542,1.0178321144947853,10.0,9.208422,0.04977,-
3908.T,コラボス,情報・通信業,スタンダード（内国株式）,345.0,-0.0966408344718922,0.5948691941868369,6.0,11.750762,0.09264,-
3910.T,エムケイシステム,情報・通信業,スタンダード（内国株式）,276.0,-0.10481182175200152,0.21629540056722482,8.0,276.57657,0.18833,-
3911.T,Ａｉｍｉｎｇ,情報・通信業,グロース（内国株式）,172.0,-0.4304635761589404,0.3693763736670656,0.0,8.422862,0.19429001,-
3913.T,ＧｒｅｅｎＢｅｅ,情報・通信業,スタンダード（内国株式）,1030.0,-0.15918367346938775,0.5887317089661166,0.0,12.034286,0.15736,-
3914.T,ＪＩＧ－ＳＡＷ,情報・通信業,グロース（内国株式）,2271.0,-0.09593949044585988,0.5419300837308185,0.0,42.555202,0.12826,-
3918.T,ＰＣＩホールディングス,情報・通信業,スタンダード（内国株式）,1226.0,0.09245949556947354,0.3500995011256352,57.0,12.771904,0.0,-
3921.T,ネオジャパン,情報・通信業,プライム（内国株式）,1595.0,-0.08875112308698613,0.24992401126682803,58.0,12.422601,0.12353,-
3922.T,ＰＲ　ＴＩＭＥＳ,情報・通信業,プライム（内国株式）,2050.0,-0.2677186524969714,0.37517248829836636,13.8,17.211971,0.27369,-
3923.T,ラクス,情報・通信業,プライム（内国株式）,1052.5,-0.09759509545077857,0.4766386942266569,7.0,26.877323,0.51668,買い
3925.T,ダブルスタンダード,情報・通信業,プライム（内国株式）,1251.0,-0.18477505248389567,0.30088079494490366,70.0,12.787514,0.21395001,-
3927.T,フーバーブレイン,情報・通信業,スタンダード（内国株式）,974.0,0.11247254897614008,0.5207052454924931,15.0,14.62027,0.23900999,-
3928.T,マイネット,情報・通信業,スタンダード（内国株式）,242.0,-0.07279693486590039,0.44217624571437597,0.0,10.526316,0.1542,-
3933.T,チエル,情報・通信業,スタンダード（内国株式）,508.0,-0.2853625081730107,0.4048760781689328,18.0,9.847597,0.20952,-
3934.T,ベネフィットジャパン,情報・通信業,スタンダード（内国株式）,2175.0,0.3095045870804455,0.30084035010377563,85.0,11.71516,0.11776,-
3935.T,エディア,情報・通信業,スタンダード（内国株式）,664.0,-0.29150293340835776,0.4541852700842059,13.0,13.280061,-0.69077003,-
3936.T,グローバルウェイ,情報・通信業,グロース（内国株式）,155.0,-0.2889908256880734,0.8811688640463905,0.0,56.950672,-0.60668,-
3937.T,Ｕｂｉｃｏｍホールディングス,情報・通信業,スタンダード（内国株式）,1062.0,0.053694694043652506,0.27353722434345246,40.0,11.876543,0.16533001,-
393A.T,ＲｉｔａＸ,サービス業,PRO Market,2000.0,0.0,0.0,0.0,36.63004,0.51515,-
3943.T,大石産業,パルプ・紙,スタンダード（内国株式）,1292.0,0.07671496900444855,0.1469325767073063,52.0,13.477619,0.03232,-
3944.T,古林紙工,パルプ・紙,スタンダード（内国株式）,2899.0,0.3392786126719086,0.24801216119474942,50.0,8.278088,0.0584,-
3946.T,トーモク,パルプ・紙,プライム（内国株式）,4570.0,0.4117563298824391,0.23372205590790104,130.0,7.7220078,0.080649994,-
3954.T,昭和パックス,パルプ・紙,スタンダード（内国株式）,3145.0,0.3435626345839467,0.4842663785988553,50.0,11.376607,0.050100002,-
3955.T,イムラ,パルプ・紙,スタンダード（内国株式）,850.0,-0.0903215039115509,0.17391885849371502,30.0,8.243924,0.05134,-
3958.T,笹徳印刷,パルプ・紙,スタンダード（内国株式）,553.0,0.05253771388861331,0.153404104169877,20.0,13.173792,0.02542,-
3964.T,オークネット,情報・通信業,プライム（内国株式）,1470.0,0.7488299251047505,0.4212117505141164,39.0,19.568567,0.22961001,-
3965.T,キャピタル・アセット・プランニング,情報・通信業,スタンダード（内国株式）,877.0,0.12185498425833016,0.20678097794435057,20.0,12.165833,0.12814,-
3974.T,ＳＣＡＴ,情報・通信業,スタンダード（内国株式）,666.0,0.37055049705915694,0.24110539184778731,14.0,14.181319,0.06774,-
3983.T,オロ,情報・通信業,プライム（内国株式）,2241.0,-0.2923671997822321,0.34179972276720016,75.0,16.367266,0.18367,-
3985.T,テモナ,情報・通信業,スタンダード（内国株式）,181.0,-0.3626760563380282,0.46714934170398953,0.0,28.966522,0.11773,-
3986.T,ビーブレイクシステムズ,情報・通信業,スタンダード（内国株式）,491.0,0.06640776256294913,0.3135224133303652,15.0,26.182003,0.052449998,-
3988.T,ＳＹＳホールディングス,情報・通信業,スタンダード（内国株式）,540.0,0.014787398245809427,0.25376910883211123,8.0,14.04333,0.1084,-
398A.T,リアルクオリティ,サービス業,PRO Market,1350.0,0.011235955056179775,0.011442136566681277,15.0,18.280298,0.12859,-
3991.T,ウォンテッドリー,情報・通信業,グロース（内国株式）,910.0,-0.3014663199010865,0.268635860560913,20.0,9.881631,0.24302,-
3992.T,ニーズウェル,情報・通信業,プライム（内国株式）,439.0,-0.16581159150680497,0.2919052087013579,12.0,20.23911,0.21145001,-
3994.T,マネーフォワード,情報・通信業,プライム（内国株式）,5396.0,-0.12953702210033877,0.6356665985537192,0.0,135.15407,0.043390002,中立
4005.T,住友化学,化学,プライム（内国株式）,509.3999938964844,0.3440900407244647,0.39193848917940427,13.5,10.362655,0.12083,買い
4008.T,住友精化,化学,プライム（内国株式）,1542.0,0.7450636788911221,0.34505071926159897,44.0,13.908021,0.040710002,-
4011.T,ヘッドウォータース,情報・通信業,グロース（内国株式）,2026.0,-0.45828877005347596,0.5432682903407609,0.0,172.46585,0.057189997,-
4012.T,アクシス,情報・通信業,スタンダード（内国株式）,1750.0,0.19696553873092765,0.2629353996139274,46.0,10.706522,0.16827999,-
4013.T,勤次郎,情報・通信業,グロース（内国株式）,730.0,-0.2916139043704357,0.5181238683132331,10.0,13.029126,0.103269994,-
4014.T,カラダノート,情報・通信業,グロース（内国株式）,509.0,0.049484536082474224,0.45316805179463204,0.0,31.259483,0.20489,-
4016.T,ＭＩＴホールディングス,情報・通信業,スタンダード（内国株式）,935.0,0.05878197884376803,0.280871236597137,30.0,20.141115,0.13574,-
4017.T,クリーマ,情報・通信業,グロース（内国株式）,215.0,-0.18867924528301888,0.32995356119130287,0.0,16.341288,0.03765,-
4020.T,ビートレンド,情報・通信業,グロース（内国株式）,701.0,0.08850931677018634,0.3050454007785122,0.0,0.0,-0.12154,-
4022.T,ラサ工業,化学,プライム（内国株式）,2296.0,1.6997308785356415,0.7166462374653791,36.0,15.083279,0.15564999,-
4025.T,多木化学,化学,プライム（内国株式）,6140.0,0.8989458916731068,0.4537310194553179,75.0,11.497649,0.080970004,-
4028.T,石原産業,化学,プライム（内国株式）,3155.0,0.46684672018858625,0.4389090779497865,120.0,8.210218,0.14339,-
402A.T,アクセルスペースホールディングス,輸送用機器,グロース（内国株式）,514.0,-0.23738872403560832,0.8821825207095243,0.0,0.0,0.0,強気買い
4031.T,片倉コープアグリ,化学,スタンダード（内国株式）,1037.0,0.032738315581271375,0.5004588824841155,20.0,0.0,-0.03565,-
403A.T,北條組,建設業,PRO Market,2415.0,0.003740648379052369,0.003809289854493565,9.0,4.568326,0.0,-
4045.T,東亞合成,化学,プライム（内国株式）,1887.0,0.33635050873339495,0.19380866503556715,68.5,15.267567,0.059770003,-
4051.T,ＧＭＯフィナンシャルゲート,情報・通信業,プライム（内国株式）,6700.0,0.3591331168152608,0.4037309284574408,99.0,29.154814,0.28167,強気買い
4052.T,フィーチャ,情報・通信業,グロース（内国株式）,533.0,0.4562841530054645,0.8403714042793793,0.0,24.959349,-0.082550004,-
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,情報・通信業,プライム（内国株式）,463.0,-0.1551094890510949,0.40662951344107345,0.0,36.77686,0.04543,強気買い
4054.T,日本情報クリエイト,情報・通信業,グロース（内国株式）,550.0,-0.28131811515084326,0.29534700261058416,12.0,17.062445,0.0,-
4060.T,ｒａｋｕｍｏ,情報・通信業,グロース（内国株式）,1160.0,0.13754596465136057,0.37221125052391046,9.0,26.809525,0.15468,-
4061.T,デンカ,化学,プライム（内国株式）,3575.0,0.750336857248131,0.43861317296253893,100.0,20.548168,-0.05479,-
4062.T,イビデン,電気機器,プライム（内国株式）,19110.0,4.754663582791713,0.9397104614279798,30.0,82.645325,0.07564,買い
4064.T,日本カーバイド工業,化学,プライム（内国株式）,3530.0,0.8405173807434382,0.320913408072562,92.0,8.952583,0.07716,-
4068.T,ベイシス,情報・通信業,グロース（内国株式）,1665.0,-0.22159887798036465,0.2533193690807907,0.0,29.672447,0.055999998,-
4069.T,ＢｌｕｅＭｅｍｅ,情報・通信業,グロース（内国株式）,635.0,-0.5464285714285714,0.7529563140488996,0.0,34.247375,0.04783,-
4072.T,電算システムホールディングス,情報・通信業,プライム（内国株式）,2954.0,0.13501910415396567,0.5324193187442566,100.0,11.061898,0.123459995,-
4073.T,ジィ・シィ企画,情報・通信業,グロース（内国株式）,566.0,-0.04713804713804714,0.610850756072846,0.0,0.0,-0.96629,-
4075.T,ブレインズテクノロジー,情報・通信業,グロース（内国株式）,862.0,0.020118343195266272,0.621763658826472,0.0,38.913456,0.11757,-
4076.T,シイエヌエス,情報・通信業,グロース（内国株式）,1846.0,0.2926620572553778,0.22884917113662728,61.0,9.285136,0.13958,-
4091.T,日本酸素ホールディングス,化学,プライム（内国株式）,6048.0,0.12795983155509022,0.3390768157590693,62.0,23.752882,0.10508,中立
4092.T,日本化学工業,化学,プライム（内国株式）,5600.0,1.6913097853895867,0.6539553129155717,120.0,11.534145,0.043420002,-
4093.T,東邦アセチレン,化学,スタンダード（内国株式）,417.0,0.22210316042441888,0.2863005192894512,14.0,14.18239,0.06696,-
4098.T,チタン工業,化学,スタンダード（内国株式）,1013.0,0.31888180828263263,0.6592872052799518,12.0,35.38961,0.09889,-
4100.T,戸田工業,化学,スタンダード（内国株式）,1540.0,0.16226415094339622,0.7114143334704798,0.0,2.6434007,-0.23154,-
4102.T,丸尾カルシウム,化学,スタンダード（内国株式）,1460.0,0.08795350232971368,0.15925046030666865,60.0,18.976065,0.02211,-
4116.T,大日精化工業,化学,プライム（内国株式）,1315.0,0.5856430628042405,0.2613536942907491,66.25,12.593943,0.053839996,-
4119.T,日本ピグメントホールディングス,化学,スタンダード（内国株式）,6050.0,0.7383565961382932,0.3680383622348034,120.0,0.0,-0.04125,-
4120.T,スガイ化学工業,化学,スタンダード（内国株式）,2990.0,0.4486434108527132,0.3072269331098803,90.0,6.289273,0.022909999,-
4165.T,プレイド,情報・通信業,グロース（内国株式）,585.0,-0.5193097781429745,0.5440476820491271,0.0,22.923712,0.22508,-
4168.T,ヤプリ,情報・通信業,グロース（内国株式）,809.0,-0.13673119456382496,0.43622116976317765,14.5,9.93997,0.35749,-
4169.T,ＥＮＥＣＨＡＮＧＥ,情報・通信業,グロース（内国株式）,249.0,-0.16722408026755853,0.6647266248812178,0.0,10.236486,-0.5276,-
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,情報・通信業,グロース（内国株式）,117.0,-0.4507042253521127,0.5059025160882615,0.0,100.58479,0.00977,-
4179.T,ジーネクスト,情報・通信業,グロース（内国株式）,369.0,0.03943661971830986,0.822670395167893,0.0,0.0,-0.71055,-
417A.T,ブルーゾーンホールディングス,小売業,プライム（内国株式）,1761.5,-0.0754533256739515,0.24498033170877032,110.0,16.75203,0.11476,-
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,プライム（内国株式）,971.0,-0.3986563413136188,0.5933929365114239,2.25,36.363636,0.07159,中立
4182.T,三菱瓦斯化学,化学,プライム（内国株式）,4458.0,0.7818152650508521,0.5692460723618982,100.0,14.969605,-0.01591,買い
4183.T,三井化学,化学,プライム（内国株式）,2177.5,0.25484669877187655,0.32756928235574484,75.0,41.495815,0.0298,買い
4186.T,東京応化工業,化学,プライム（内国株式）,8800.0,1.0418130743604748,0.5691391776193303,77.0,31.34822,0.05544,買い
4193.T,ファブリカホールディングス,情報・通信業,スタンダード（内国株式）,2378.0,0.09462482056943756,0.17903390260628002,38.0,37.469376,0.065,-
4198.T,テンダ,情報・通信業,スタンダード（内国株式）,484.0,-0.29699758439373675,0.19276740910373827,22.0,831.8182,0.01435,-
4202.T,ダイセル,化学,プライム（内国株式）,1478.0,0.17631601088199877,0.2910659136417415,60.0,9.267827,0.10627,中立
4204.T,積水化学工業,化学,プライム（内国株式）,2684.5,0.027503444179712407,0.23648352274334827,80.0,15.797988,0.0,-
4205.T,日本ゼオン,化学,プライム（内国株式）,2428.5,0.5230728136597874,0.30998639281238693,76.0,10.060241,0.09689,買い
4218.T,ニチバン,化学,プライム（内国株式）,1976.0,0.002438504051426754,0.12042713580484485,40.0,21.404379,0.03593,-
421A.T,ムービン・ストラテジック・キャリア,サービス業,グロース（内国株式）,3420.0,0.35714285714285715,0.7182388560535655,0.0,14.853365,0.41157,-
4222.T,児玉化学工業,化学,スタンダード（内国株式）,608.0,0.004295248207759192,0.7315692298270723,10.0,0.7648772,1.33781,-
4228.T,積水化成品工業,化学,プライム（内国株式）,614.0,0.7642329063771249,0.42088525746942607,15.0,7.3786407,-0.16943,-
4229.T,群栄化学工業,化学,プライム（内国株式）,4450.0,0.5591040386655611,0.4738844290365049,100.0,18.248302,0.04603,-
4234.T,サンエー化研,化学,スタンダード（内国株式）,942.0,0.7251391542511055,0.49948334336134537,18.0,14.315392,0.01689,-
4235.T,ウルトラファブリックス・ホールディングス,化学,スタンダード（内国株式）,713.0,0.031188490170873853,0.25574248256046694,35.0,18.97507,0.36705002,-
4237.T,フジプレアム,化学,スタンダード（内国株式）,334.0,0.0033682405536162655,0.5078366961015937,6.0,55.266758,0.0005,-
4238.T,ミライアル,化学,スタンダード（内国株式）,1659.0,0.6052609882873653,0.4656577852913133,70.0,17.355001,0.02665,-
423A.T,ライオン事務器,卸売業,スタンダード（内国株式）,314.0,-0.2911867201119645,0.3448398481550348,8.0,9.947299,0.0,-
4242.T,タカギセイコー,化学,スタンダード（内国株式）,1880.0,0.42519981166325627,0.31790587854870106,50.0,0.0,-0.12177,-
4243.T,ニックス,化学,スタンダード（内国株式）,935.0,0.23780099760730677,0.3496748232969709,20.0,9.9700775,0.04918,-
4247.T,ポバール興業,化学,スタンダード（内国株式）,1355.0,0.14088808943364767,0.2944783351213848,41.0,18.97495,0.03663,-
4251.T,恵和,化学,プライム（内国株式）,1268.0,0.08006241565469632,0.3187616600090204,40.0,10.090917,0.09688,-
4255.T,ＴＨＥＣＯＯ,情報・通信業,グロース（内国株式）,2548.0,1.9941245593419505,0.7527760405445388,0.0,24.77042,0.38926,-
4256.T,サインド,情報・通信業,グロース（内国株式）,994.0,-0.08387096774193549,0.4092300774658028,0.0,48.067738,0.061869998,-
4260.T,ハイブリッドテクノロジーズ,情報・通信業,グロース（内国株式）,213.0,-0.48048780487804876,0.3443419096985168,0.0,166.87898,-0.0108,-
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,情報・通信業,グロース（内国株式）,278.0,-0.1393188854489164,0.9875714696144393,0.0,4.273183,-0.17297001,-
4272.T,日本化薬,化学,プライム（内国株式）,2032.5,0.5732093026068411,0.30370048330137,66.0,12.264732,0.07911,-
4274.T,細谷火工,化学,スタンダード（内国株式）,1068.0,0.060687059918918394,0.4281968017262914,15.0,33.43949,0.03848,-
4275.T,カーリット,化学,プライム（内国株式）,2415.0,0.7974738288156505,0.5366731425673875,42.0,23.499662,0.087,-
4284.T,ソルクシーズ,情報・通信業,スタンダード（内国株式）,428.0,0.04889415802610182,0.3125225962534075,14.0,12.2416525,0.11309,-
4287.T,ジャストプランニング,情報・通信業,スタンダード（内国株式）,491.0,0.15239178900451342,0.32412738523560963,11.0,13.888889,0.13365,-
4290.T,プレステージ・インターナショナル,サービス業,プライム（内国株式）,695.0,0.06186573089948072,0.23313327923811816,26.0,16.686646,0.12312999,-
4301.T,アミューズ,サービス業,プライム（内国株式）,1894.0,0.11251363157683025,0.27047229265134953,40.0,6.9707313,0.14023,-
4308.T,Ｊストリーム,情報・通信業,グロース（内国株式）,354.0,-0.003752373736458505,0.24133155594286163,14.0,18.195265,0.04356,-
4316.T,ビーマップ,情報・通信業,グロース（内国株式）,85.0,-0.9058693244739756,1.4314818043330289,0.0,0.0,-0.53535,-
4317.T,レイ,サービス業,スタンダード（内国株式）,539.0,0.07264131079529385,0.2959592059601694,20.0,6.793315,0.19201,-
4318.T,クイック,サービス業,プライム（内国株式）,782.0,0.0858715957732983,0.27084025058091915,37.666668,15.944414,0.21108,-
4320.T,ＣＥホールディングス,情報・通信業,スタンダード（内国株式）,1651.0,1.419874941146907,0.4467280304603794,52.0,12.491142,0.25094,-
4324.T,電通グループ,サービス業,プライム（内国株式）,3655.0,0.17865204772653984,0.3711739583042421,0.0,9.156086,-0.52415,買い
432A.T,クリニファー,卸売業,PRO Market,1450.0,0.0,0.0,0.0,7.621951,0.2017,-
4331.T,テイクアンドギヴ・ニーズ,サービス業,プライム（内国株式）,682.0,-0.21970453642240512,0.2232364755423168,51.0,4.9305553,0.0,-
4334.T,ユークス,情報・通信業,スタンダード（内国株式）,388.0,-0.06423531427572135,0.27981551865612625,10.0,15.864811,0.06848,-
4344.T,ソースネクスト,情報・通信業,プライム（内国株式）,109.0,-0.42021276595744683,0.3451967733206285,0.0,22.882881,0.0,-
4347.T,ブロードメディア,サービス業,スタンダード（内国株式）,1635.0,-0.10910490382346204,0.37078843325747646,60.0,29.952116,0.13813,-
